FlightId,Latitude,Longitude,Velocity,Type,Status
06A091,39.67905,34.22832,486,FIXED WING,UNKNOWN
06A091,39.67291,34.24988,486,FIXED WING,UNKNOWN
4BAB47,39.67268,34.25083,438,FIXED WING,UNKNOWN
06A38D,39.67973,34.22665,522,FIXED WING,UNKNOWN
151E5A,38.36334,31.69731,456,FIXED WING,UNKNOWN
06A091,39.66472,34.27854,486,FIXED WING,UNKNOWN
4B8C2E,40.39407,31.48737,392,FIXED WING,UNKNOWN
151E5A,38.49097,31.77826,454,FIXED WING,UNKNOWN
06A38D,39.66428,34.28076,522,FIXED WING,UNKNOWN
4BAB47,39.67331,34.24860,438,FIXED WING,UNKNOWN
151E5A,38.56942,31.82800,459,FIXED WING,UNKNOWN
151E5A,38.59041,31.84131,463,FIXED WING,UNKNOWN
4BAB47,39.77698,33.88232,438,FIXED WING,UNKNOWN
06A38D,39.66395,34.28192,522,FIXED WING,UNKNOWN
151E5A,38.63260,31.86817,466,FIXED WING,UNKNOWN
4B906D,40.53383,34.03973,491,FIXED WING,UNKNOWN
4BAB47,39.78107,33.86310,438,FIXED WING,UNKNOWN
151E5A,38.64753,31.87775,469,FIXED WING,UNKNOWN
4B8C2E,40.36447,31.59799,389,FIXED WING,UNKNOWN
151E5A,38.66936,31.89166,472,FIXED WING,UNKNOWN
4BAB47,39.78680,33.83466,438,FIXED WING,UNKNOWN
4B8C2E,40.35954,31.61628,390,FIXED WING,UNKNOWN
151E5A,38.69019,31.90495,475,FIXED WING,UNKNOWN
4B906D,40.52935,34.02697,445,FIXED WING,UNKNOWN
151E5A,38.70552,31.91475,475,FIXED WING,UNKNOWN
4B8C2E,40.35329,31.63950,391,FIXED WING,UNKNOWN
4B906D,40.28035,33.21872,454,FIXED WING,UNKNOWN
4BAB47,39.80388,33.75060,439,FIXED WING,UNKNOWN
151E5A,38.72690,31.92848,475,FIXED WING,UNKNOWN
4BAB47,39.81894,33.67608,438,FIXED WING,UNKNOWN
4B906D,40.27108,33.19126,454,FIXED WING,UNKNOWN
4B8C2E,40.33983,31.68933,391,FIXED WING,UNKNOWN
151E5A,38.74791,31.94203,475,FIXED WING,UNKNOWN
4B8C2E,40.33337,31.71338,391,FIXED WING,UNKNOWN
4B906D,40.26215,33.16553,453,FIXED WING,UNKNOWN
151E5A,38.77010,31.95630,475,FIXED WING,UNKNOWN
4BAB47,39.82306,33.65572,439,FIXED WING,UNKNOWN
4B8C2E,40.32895,31.72976,378,FIXED WING,UNKNOWN
4BAB47,40.26819,32.89954,446,FIXED WING,UNKNOWN
151E5A,38.78225,31.96417,475,FIXED WING,UNKNOWN
4B8C2E,40.32266,31.75287,365,FIXED WING,UNKNOWN
4B906D,40.25437,33.14482,453,FIXED WING,UNKNOWN
4B8C2E,40.31181,31.79102,352,FIXED WING,UNKNOWN
151E5A,38.80325,31.97768,475,FIXED WING,UNKNOWN
4B8C2E,40.30502,31.81104,349,FIXED WING,UNKNOWN
4BAB47,40.26847,32.89825,446,FIXED WING,UNKNOWN
151E5A,38.80463,31.97857,475,FIXED WING,UNKNOWN
4B906D,40.24385,33.11947,455,FIXED WING,UNKNOWN
4B906D,40.23157,33.09253,455,FIXED WING,UNKNOWN
151E5A,38.84114,32.00201,474,FIXED WING,UNKNOWN
4B906D,40.21890,33.06729,456,FIXED WING,UNKNOWN
4B8C2E,40.29664,31.83276,349,FIXED WING,UNKNOWN
4BAB47,40.28632,32.81305,447,FIXED WING,UNKNOWN
151E5A,38.90506,32.04312,474,FIXED WING,UNKNOWN
4B906D,40.19820,33.03021,457,FIXED WING,UNKNOWN
4B906D,40.18405,33.00464,457,FIXED WING,UNKNOWN
4BAB47,40.29007,32.79431,446,FIXED WING,UNKNOWN
151E5A,38.92624,32.05670,474,FIXED WING,UNKNOWN
4B8C2E,40.28901,31.85224,348,FIXED WING,UNKNOWN
4BAB47,40.29575,32.76556,447,FIXED WING,UNKNOWN
151E5A,38.94132,32.06641,473,FIXED WING,UNKNOWN
4B8C2E,40.28448,31.86450,348,FIXED WING,UNKNOWN
4BAB47,40.30148,32.73626,447,FIXED WING,UNKNOWN
4B906D,40.17490,32.98645,456,FIXED WING,UNKNOWN
151E5A,38.96283,32.08020,473,FIXED WING,UNKNOWN
4B906D,40.16425,32.96310,455,FIXED WING,UNKNOWN
4B8C2E,40.27739,31.88635,348,FIXED WING,UNKNOWN
4BAB47,40.30559,32.71533,447,FIXED WING,UNKNOWN
151E5A,38.98475,32.09436,474,FIXED WING,UNKNOWN
151E5A,39.02055,32.11737,473,FIXED WING,UNKNOWN
4BAB47,40.31103,32.68757,448,FIXED WING,UNKNOWN
4B8C2E,40.27197,31.90804,348,FIXED WING,UNKNOWN
4BAB47,40.31630,32.66083,448,FIXED WING,UNKNOWN
151E5A,39.04075,32.13019,473,FIXED WING,UNKNOWN
4B906D,40.14331,32.90845,454,FIXED WING,UNKNOWN
4BAB47,40.32253,32.62939,448,FIXED WING,UNKNOWN
151E5A,39.06426,32.14502,473,FIXED WING,UNKNOWN
4B8C2E,40.26852,31.92377,348,FIXED WING,UNKNOWN
4B906D,40.13487,32.88177,454,FIXED WING,UNKNOWN
151E5A,39.07622,32.15262,472,FIXED WING,UNKNOWN
4B8C2E,40.25130,31.98913,344,FIXED WING,UNKNOWN
4BAB47,40.32504,32.61676,448,FIXED WING,UNKNOWN
4B906D,40.12871,32.86047,454,FIXED WING,UNKNOWN
4B8C2E,40.24159,32.02454,338,FIXED WING,UNKNOWN
151E5A,39.07700,32.15310,472,FIXED WING,UNKNOWN
4BAB47,40.48215,32.02671,450,FIXED WING,UNKNOWN
4B906D,40.12015,32.83246,454,FIXED WING,UNKNOWN
4B8C2E,40.23584,32.04556,332,FIXED WING,UNKNOWN
151E5A,39.11961,32.18039,472,FIXED WING,UNKNOWN
4BAB47,40.49496,32.00189,450,FIXED WING,UNKNOWN
4B906D,40.10568,32.78595,454,FIXED WING,UNKNOWN
4B8C2E,40.23035,32.06578,327,FIXED WING,UNKNOWN
4B906D,40.09717,32.75818,453,FIXED WING,UNKNOWN
4B8C2E,40.22617,32.08160,323,FIXED WING,UNKNOWN
4BAB47,40.50787,31.97687,450,FIXED WING,UNKNOWN
151E5A,39.13445,32.18994,473,FIXED WING,UNKNOWN
4B906D,40.08861,32.73016,453,FIXED WING,UNKNOWN
4B8C2E,40.22137,32.09980,319,FIXED WING,UNKNOWN
4BAB47,40.51602,31.96106,450,FIXED WING,UNKNOWN
4B906D,40.08013,32.70205,452,FIXED WING,UNKNOWN
4B8C2E,40.21605,32.11975,314,FIXED WING,UNKNOWN
4BAB47,40.52926,31.93532,449,FIXED WING,UNKNOWN
4B906D,40.07561,32.68720,452,FIXED WING,UNKNOWN
151E5A,39.15509,32.20343,472,FIXED WING,UNKNOWN
151E5A,39.19908,32.23222,472,FIXED WING,UNKNOWN
4B8C2E,40.19767,32.18957,303,FIXED WING,UNKNOWN
4B906D,40.07524,32.68591,452,FIXED WING,UNKNOWN
4BAB47,40.54170,31.91119,449,FIXED WING,UNKNOWN
151E5A,39.21970,32.24585,474,FIXED WING,UNKNOWN
4B8C2E,40.18976,32.21959,303,FIXED WING,UNKNOWN
4B906D,40.05843,32.63089,452,FIXED WING,UNKNOWN
4BAB47,40.56184,31.87164,448,FIXED WING,UNKNOWN
151E5A,39.23418,32.25549,475,FIXED WING,UNKNOWN
4B8C2E,40.17952,32.25812,297,FIXED WING,UNKNOWN
4B906D,40.05240,32.61108,452,FIXED WING,UNKNOWN
4BAB47,40.57316,31.84581,446,FIXED WING,UNKNOWN
151E5A,39.25644,32.27025,475,FIXED WING,UNKNOWN
4B8C2E,40.17462,32.27710,291,FIXED WING,UNKNOWN
4B906D,40.04416,32.58423,452,FIXED WING,UNKNOWN
4B8C2E,40.17123,32.28992,292,FIXED WING,UNKNOWN
151E5A,39.27813,32.28455,475,FIXED WING,UNKNOWN
4BAB47,40.58275,31.82034,446,FIXED WING,UNKNOWN
4B906D,40.02724,32.52902,452,FIXED WING,UNKNOWN
4B8C2E,40.16164,32.32590,292,FIXED WING,UNKNOWN
151E5A,39.29265,32.29413,476,FIXED WING,UNKNOWN
4BAB47,40.60416,31.74343,444,FIXED WING,UNKNOWN
4B8C2E,40.15810,32.33932,289,FIXED WING,UNKNOWN
151E5A,39.31509,32.30878,478,FIXED WING,UNKNOWN
4B906D,40.01886,32.50149,451,FIXED WING,UNKNOWN
4BAB47,40.61799,31.68819,444,FIXED WING,UNKNOWN
4B8C2E,40.15370,32.35590,287,FIXED WING,UNKNOWN
151E5A,39.33441,32.32135,478,FIXED WING,UNKNOWN
4B906D,40.01285,32.48175,451,FIXED WING,UNKNOWN
4BAB47,40.62227,31.67108,444,FIXED WING,UNKNOWN
4B8C2E,40.14862,32.37488,288,FIXED WING,UNKNOWN
151E5A,39.35670,32.33594,478,FIXED WING,UNKNOWN
4B906D,40.00439,32.45405,451,FIXED WING,UNKNOWN
4B8C2E,40.14400,32.39240,288,FIXED WING,UNKNOWN
151E5A,39.36873,32.34387,478,FIXED WING,UNKNOWN
4B906D,39.99596,32.42633,450,FIXED WING,UNKNOWN
4BAB47,40.62296,31.66827,444,FIXED WING,UNKNOWN
4B8C2E,40.14139,32.40228,289,FIXED WING,UNKNOWN
151E5A,39.39078,32.35834,477,FIXED WING,UNKNOWN
4B906D,39.98978,32.40588,450,FIXED WING,UNKNOWN
4BAB47,40.64832,31.56580,443,FIXED WING,UNKNOWN
4B8C2E,40.13688,32.41928,283,FIXED WING,UNKNOWN
4B906D,39.98167,32.37902,450,FIXED WING,UNKNOWN
151E5A,39.41275,32.37280,475,FIXED WING,UNKNOWN
4BAB47,40.65528,31.53744,441,FIXED WING,UNKNOWN
4B8C2E,40.13180,32.43795,283,FIXED WING,UNKNOWN
4B906D,39.97385,32.35291,450,FIXED WING,UNKNOWN
4B8C2E,40.13161,32.43876,283,FIXED WING,UNKNOWN
151E5A,39.42860,32.38322,475,FIXED WING,UNKNOWN
4BAB47,40.66203,31.51016,441,FIXED WING,UNKNOWN
151E5A,39.44897,32.39648,474,FIXED WING,UNKNOWN
4B906D,39.96640,32.32302,450,FIXED WING,UNKNOWN
4BAB47,40.66617,31.49331,441,FIXED WING,UNKNOWN
4B8C2E,40.12403,32.46722,289,FIXED WING,UNKNOWN
151E5A,39.49100,32.42406,474,FIXED WING,UNKNOWN
4B906D,39.96423,32.30939,451,FIXED WING,UNKNOWN
4BAB47,40.67990,31.43763,440,FIXED WING,UNKNOWN
4BAB47,40.68014,31.43657,440,FIXED WING,UNKNOWN
4B8C2E,40.11411,32.50436,289,FIXED WING,UNKNOWN
151E5A,39.51306,32.43863,475,FIXED WING,UNKNOWN
4B906D,39.96227,32.27747,451,FIXED WING,UNKNOWN
4BAB47,40.69839,31.36216,439,FIXED WING,UNKNOWN
151E5A,39.52753,32.44824,475,FIXED WING,UNKNOWN
4B906D,39.96387,32.24768,451,FIXED WING,UNKNOWN
4BAB47,40.71640,31.28788,439,FIXED WING,UNKNOWN
4B8C2E,40.10934,32.52216,288,FIXED WING,UNKNOWN
4B8C2E,40.10610,32.53451,280,FIXED WING,UNKNOWN
4B906D,39.96703,32.22626,452,FIXED WING,UNKNOWN
4BAB47,40.72325,31.25952,442,FIXED WING,UNKNOWN
151E5A,39.54927,32.46269,476,FIXED WING,UNKNOWN
4B8C2E,40.10143,32.55188,269,FIXED WING,UNKNOWN
151E5A,39.57124,32.47720,476,FIXED WING,UNKNOWN
4BAB47,40.72972,31.23263,443,FIXED WING,UNKNOWN
4B906D,39.97338,32.19924,453,FIXED WING,UNKNOWN
4B8C2E,40.10124,32.55249,268,FIXED WING,UNKNOWN
151E5A,39.58617,32.48699,477,FIXED WING,UNKNOWN
4BAB47,40.74115,31.18524,445,FIXED WING,UNKNOWN
4B8C2E,40.09391,32.57983,250,FIXED WING,UNKNOWN
151E5A,39.60762,32.50110,477,FIXED WING,UNKNOWN
4B906D,39.98823,32.14212,450,FIXED WING,UNKNOWN
151E5A,39.62924,32.51535,478,FIXED WING,UNKNOWN
4B906D,39.99513,32.11426,449,FIXED WING,UNKNOWN
4BAB47,40.74165,31.18323,446,FIXED WING,UNKNOWN
4B8C2E,40.08986,32.59475,242,FIXED WING,UNKNOWN
4BAB47,40.74852,31.15454,446,FIXED WING,UNKNOWN
4B906D,39.99966,32.09576,449,FIXED WING,UNKNOWN
4B8C2E,40.08585,32.60948,242,FIXED WING,UNKNOWN
151E5A,39.65120,32.52997,477,FIXED WING,UNKNOWN
151E5A,39.66119,32.53667,477,FIXED WING,UNKNOWN
4BAB47,40.75890,31.11160,446,FIXED WING,UNKNOWN
4B8C2E,40.08197,32.62396,227,FIXED WING,UNKNOWN
4B906D,40.00690,32.06598,448,FIXED WING,UNKNOWN
151E5A,39.68429,32.55206,476,FIXED WING,UNKNOWN
4B8C2E,40.07990,32.63183,230,FIXED WING,UNKNOWN
4BAB47,40.76605,31.08221,444,FIXED WING,UNKNOWN
4BAB47,40.77274,31.05469,444,FIXED WING,UNKNOWN
151E5A,39.70520,32.56598,475,FIXED WING,UNKNOWN
4BAB47,40.78418,31.00757,447,FIXED WING,UNKNOWN
4B906D,40.01347,32.03869,448,FIXED WING,UNKNOWN
4B8C2E,40.07607,32.64618,225,FIXED WING,UNKNOWN
151E5A,39.70615,32.56664,475,FIXED WING,UNKNOWN
4B906D,40.01840,32.01828,448,FIXED WING,UNKNOWN
4BAB47,40.79832,30.94897,444,FIXED WING,UNKNOWN
4B8C2E,40.06653,32.68133,206,FIXED WING,UNKNOWN
4B906D,40.02501,31.99113,447,FIXED WING,UNKNOWN
4BAB47,40.80494,30.92127,441,FIXED WING,UNKNOWN
0101A5,37.63898,30.70088,471,FIXED WING,UNKNOWN
151E5A,39.74085,32.58972,474,FIXED WING,UNKNOWN
4BAB47,40.80909,30.90392,439,FIXED WING,UNKNOWN
151E5A,39.76323,32.60468,473,FIXED WING,UNKNOWN
4B906D,40.03194,31.96271,447,FIXED WING,UNKNOWN
4BAB47,40.80974,30.90111,439,FIXED WING,UNKNOWN
151E5A,39.80525,32.63262,472,FIXED WING,UNKNOWN
4BAB47,40.84982,30.73219,426,FIXED WING,UNKNOWN
4B906D,40.03871,31.93451,446,FIXED WING,UNKNOWN
151E5A,39.82059,32.64289,472,FIXED WING,UNKNOWN
4B906D,40.04237,31.91928,447,FIXED WING,UNKNOWN
4BAB47,40.85680,30.70285,423,FIXED WING,UNKNOWN
0101A5,37.66356,30.69802,471,FIXED WING,UNKNOWN
4B906D,40.04915,31.89081,447,FIXED WING,UNKNOWN
0180A4,37.71442,30.69247,432,FIXED WING,UNKNOWN
151E5A,39.84080,32.65637,471,FIXED WING,UNKNOWN
4B906D,40.05597,31.86249,448,FIXED WING,UNKNOWN
0101A5,37.68739,30.69514,471,FIXED WING,UNKNOWN
0101A5,37.70398,30.69311,470,FIXED WING,UNKNOWN
4B906D,40.06113,31.84106,448,FIXED WING,UNKNOWN
151E5A,39.86343,32.67155,471,FIXED WING,UNKNOWN
4B906D,40.06746,31.81470,448,FIXED WING,UNKNOWN
0101A5,37.70485,30.69305,470,FIXED WING,UNKNOWN
0180A4,37.93341,30.66512,432,FIXED WING,UNKNOWN
4B906D,40.08101,31.75842,448,FIXED WING,UNKNOWN
151E5A,39.87832,32.68152,471,FIXED WING,UNKNOWN
0101A5,37.92068,30.64934,465,FIXED WING,UNKNOWN
0180A4,37.97612,30.65875,432,FIXED WING,UNKNOWN
0101A5,37.95863,30.63240,463,FIXED WING,UNKNOWN
151E5A,39.92045,32.70966,470,FIXED WING,UNKNOWN
0101A5,37.97987,30.62129,461,FIXED WING,UNKNOWN
0180A4,38.01316,30.65323,434,FIXED WING,UNKNOWN
4B906D,40.08799,31.72945,448,FIXED WING,UNKNOWN
151E5A,39.94094,32.72328,469,FIXED WING,UNKNOWN
0101A5,38.00116,30.60966,461,FIXED WING,UNKNOWN
0180A4,38.05669,30.64744,433,FIXED WING,UNKNOWN
4B906D,40.09232,31.71141,448,FIXED WING,UNKNOWN
0101A5,38.01617,30.60148,461,FIXED WING,UNKNOWN
151E5A,39.95256,32.73096,469,FIXED WING,UNKNOWN
0180A4,38.09253,30.64280,433,FIXED WING,UNKNOWN
4B906D,40.09949,31.68164,448,FIXED WING,UNKNOWN
0101A5,38.01781,30.60057,461,FIXED WING,UNKNOWN
0101A5,38.05836,30.57847,461,FIXED WING,UNKNOWN
151E5A,39.97339,32.74481,469,FIXED WING,UNKNOWN
4B906D,40.10643,31.65292,448,FIXED WING,UNKNOWN
0180A4,38.09426,30.64260,433,FIXED WING,UNKNOWN
4B906D,40.11108,31.63354,449,FIXED WING,UNKNOWN
151E5A,39.99577,32.75970,469,FIXED WING,UNKNOWN
4B906D,40.11758,31.60638,450,FIXED WING,UNKNOWN
0101A5,38.08080,30.56618,461,FIXED WING,UNKNOWN
151E5A,40.01100,32.76984,468,FIXED WING,UNKNOWN
4B906D,40.12468,31.57664,452,FIXED WING,UNKNOWN
0180A4,38.13699,30.63705,432,FIXED WING,UNKNOWN
0101A5,38.09271,30.55970,461,FIXED WING,UNKNOWN
151E5A,40.03102,32.78320,467,FIXED WING,UNKNOWN
4B906D,40.13141,31.54846,452,FIXED WING,UNKNOWN
0180A4,38.15332,30.63497,432,FIXED WING,UNKNOWN
0101A5,38.11313,30.54848,461,FIXED WING,UNKNOWN
4B906D,40.13525,31.53257,450,FIXED WING,UNKNOWN
0180A4,38.19557,30.62947,432,FIXED WING,UNKNOWN
151E5A,40.07133,32.81491,469,FIXED WING,UNKNOWN
0101A5,38.13499,30.53650,461,FIXED WING,UNKNOWN
4B906D,40.14166,31.50586,447,FIXED WING,UNKNOWN
151E5A,40.07240,32.81585,470,FIXED WING,UNKNOWN
0101A5,38.15110,30.52766,461,FIXED WING,UNKNOWN
0180A4,38.21805,30.62649,430,FIXED WING,UNKNOWN
0101A5,38.15207,30.52712,461,FIXED WING,UNKNOWN
4B906D,40.14888,31.47539,446,FIXED WING,UNKNOWN
0180A4,38.22805,30.62523,430,FIXED WING,UNKNOWN
4B906D,40.15978,31.42945,446,FIXED WING,UNKNOWN
0101A5,38.21393,30.49314,463,FIXED WING,UNKNOWN
151E5A,40.10363,32.84725,471,FIXED WING,UNKNOWN
0180A4,38.25224,30.62205,429,FIXED WING,UNKNOWN
4B906D,40.17295,31.37339,442,FIXED WING,UNKNOWN
0101A5,38.23577,30.48103,464,FIXED WING,UNKNOWN
151E5A,40.12111,32.86682,469,FIXED WING,UNKNOWN
0180A4,38.28926,30.61716,428,FIXED WING,UNKNOWN
4B906D,40.17956,31.34506,442,FIXED WING,UNKNOWN
0180A4,38.31042,30.61434,428,FIXED WING,UNKNOWN
151E5A,40.13925,32.88695,469,FIXED WING,UNKNOWN
0101A5,38.25114,30.47255,464,FIXED WING,UNKNOWN
4B906D,39.36704,30.01300,430,FIXED WING,UNKNOWN
0180A4,38.35350,30.60855,428,FIXED WING,UNKNOWN
151E5A,40.15359,32.90293,468,FIXED WING,UNKNOWN
48AF05,38.38083,30.95854,429,FIXED WING,UNKNOWN
0101A5,38.27339,30.46029,464,FIXED WING,UNKNOWN
0180A4,38.37492,30.60563,428,FIXED WING,UNKNOWN
151E5A,40.17137,32.92273,468,FIXED WING,UNKNOWN
0101A5,38.33051,30.42896,464,FIXED WING,UNKNOWN
151E5A,40.18808,32.94144,468,FIXED WING,UNKNOWN
48AF05,38.39200,30.96514,430,FIXED WING,UNKNOWN
0101A5,38.35350,30.41623,464,FIXED WING,UNKNOWN
0180A4,38.41132,30.60061,428,FIXED WING,UNKNOWN
151E5A,40.20612,32.96167,467,FIXED WING,UNKNOWN
48AF05,38.41156,30.97673,433,FIXED WING,UNKNOWN
48AF05,38.42976,30.98754,435,FIXED WING,UNKNOWN
0180A4,38.43297,30.59770,428,FIXED WING,UNKNOWN
0101A5,38.37497,30.40437,464,FIXED WING,UNKNOWN
151E5A,40.20694,32.96260,467,FIXED WING,UNKNOWN
48AF05,38.44606,30.99691,434,FIXED WING,UNKNOWN
0180A4,38.44852,30.59558,428,FIXED WING,UNKNOWN
151E5A,40.23473,32.99382,467,FIXED WING,UNKNOWN
0101A5,38.59012,30.28507,466,FIXED WING,UNKNOWN
48AF05,38.46551,31.00427,435,FIXED WING,UNKNOWN
0180A4,38.46798,30.59296,428,FIXED WING,UNKNOWN
151E5A,40.26485,33.02759,466,FIXED WING,UNKNOWN
0101A5,38.62692,30.26465,466,FIXED WING,UNKNOWN
48AF05,38.50955,31.00342,432,FIXED WING,UNKNOWN
151E5A,40.28309,33.04819,466,FIXED WING,UNKNOWN
0180A4,38.49125,30.58978,428,FIXED WING,UNKNOWN
0101A5,38.64841,30.25269,467,FIXED WING,UNKNOWN
151E5A,40.31852,33.08832,464,FIXED WING,UNKNOWN
48AF05,38.54572,30.98754,434,FIXED WING,UNKNOWN
0180A4,38.54521,30.58248,428,FIXED WING,UNKNOWN
0180A4,38.56858,30.57934,429,FIXED WING,UNKNOWN
48AF05,38.56668,30.97750,436,FIXED WING,UNKNOWN
151E5A,40.33672,33.10889,465,FIXED WING,UNKNOWN
0101A5,38.66922,30.24112,467,FIXED WING,UNKNOWN
0180A4,38.58454,30.57715,429,FIXED WING,UNKNOWN
48AF05,38.58640,30.96808,439,FIXED WING,UNKNOWN
151E5A,40.36684,33.14325,465,FIXED WING,UNKNOWN
0101A5,38.68176,30.23420,468,FIXED WING,UNKNOWN
151E5A,40.38332,33.16204,464,FIXED WING,UNKNOWN
0101A5,38.70325,30.22223,468,FIXED WING,UNKNOWN
0180A4,38.60582,30.57428,429,FIXED WING,UNKNOWN
48AF05,38.60239,30.96043,440,FIXED WING,UNKNOWN
151E5A,40.38514,33.16404,464,FIXED WING,UNKNOWN
0101A5,38.72541,30.20984,468,FIXED WING,UNKNOWN
0180A4,38.64930,30.56836,429,FIXED WING,UNKNOWN
48AF05,38.62113,30.95154,441,FIXED WING,UNKNOWN
151E5A,40.41381,33.19650,463,FIXED WING,UNKNOWN
0101A5,38.82866,30.15216,470,FIXED WING,UNKNOWN
48AF05,38.64408,30.94055,442,FIXED WING,UNKNOWN
0180A4,38.68402,30.56366,429,FIXED WING,UNKNOWN
151E5A,40.41479,33.19762,463,FIXED WING,UNKNOWN
0101A5,38.86432,30.13220,470,FIXED WING,UNKNOWN
48AF05,38.66368,30.93117,444,FIXED WING,UNKNOWN
151E5A,40.44997,33.23730,462,FIXED WING,UNKNOWN
0180A4,38.70740,30.56044,428,FIXED WING,UNKNOWN
0101A5,38.90454,30.10956,470,FIXED WING,UNKNOWN
48AF05,38.67658,30.92499,444,FIXED WING,UNKNOWN
0180A4,38.72900,30.55725,427,FIXED WING,UNKNOWN
151E5A,40.45935,33.24792,462,FIXED WING,UNKNOWN
48AF05,38.71870,30.90478,447,FIXED WING,UNKNOWN
0101A5,38.94621,30.08630,470,FIXED WING,UNKNOWN
0180A4,38.74398,30.55438,426,FIXED WING,UNKNOWN
48AF05,38.73436,30.89726,447,FIXED WING,UNKNOWN
151E5A,40.47757,33.26862,462,FIXED WING,UNKNOWN
48AF05,38.75409,30.88776,448,FIXED WING,UNKNOWN
0180A4,38.76411,30.54952,425,FIXED WING,UNKNOWN
0101A5,38.96686,30.07466,470,FIXED WING,UNKNOWN
151E5A,40.49570,33.28900,461,FIXED WING,UNKNOWN
48AF05,38.77638,30.87696,448,FIXED WING,UNKNOWN
0180A4,38.78462,30.54337,424,FIXED WING,UNKNOWN
0180A4,38.80669,30.53542,422,FIXED WING,UNKNOWN
151E5A,40.52499,33.32184,460,FIXED WING,UNKNOWN
48AF05,38.83397,30.84918,451,FIXED WING,UNKNOWN
0101A5,38.96925,30.07330,471,FIXED WING,UNKNOWN
0180A4,38.81768,30.53101,422,FIXED WING,UNKNOWN
4BCCBA,41.09096,30.81559,485,FIXED WING,UNKNOWN
0101A5,39.16077,29.96539,460,FIXED WING,UNKNOWN
0180A4,38.83768,30.52193,421,FIXED WING,UNKNOWN
48AF05,38.83476,30.84882,451,FIXED WING,UNKNOWN
48AF05,38.87689,30.82831,454,FIXED WING,UNKNOWN
48AF05,38.87768,30.82794,454,FIXED WING,UNKNOWN
0180A4,38.85832,30.51136,419,FIXED WING,UNKNOWN
4A0ABA,38.25668,30.88585,442,FIXED WING,UNKNOWN
48AF05,38.91204,30.81122,454,FIXED WING,UNKNOWN
0180A4,38.87238,30.50336,419,FIXED WING,UNKNOWN
48AF05,38.93364,30.80072,454,FIXED WING,UNKNOWN
48AF05,38.95422,30.79077,454,FIXED WING,UNKNOWN
0180A4,38.88954,30.49267,418,FIXED WING,UNKNOWN
4BCCBA,41.07853,30.84056,485,FIXED WING,UNKNOWN
4A0ABA,38.25779,30.88651,442,FIXED WING,UNKNOWN
0180A4,38.90872,30.48031,418,FIXED WING,UNKNOWN
48AF05,38.96837,30.78393,454,FIXED WING,UNKNOWN
4BCCBA,40.90466,31.18987,498,FIXED WING,UNKNOWN
4A0ABA,38.29729,30.90968,442,FIXED WING,UNKNOWN
4BCCBA,40.86975,31.25997,490,FIXED WING,UNKNOWN
48AF05,39.09119,30.72452,461,FIXED WING,UNKNOWN
4A0ABA,38.31047,30.91746,443,FIXED WING,UNKNOWN
0180A4,38.94849,30.45477,418,FIXED WING,UNKNOWN
4BCCBA,40.86924,31.26097,489,FIXED WING,UNKNOWN
48AF05,39.12878,30.70636,462,FIXED WING,UNKNOWN
0180A4,38.99799,30.42323,419,FIXED WING,UNKNOWN
4BCCBA,40.78372,31.43238,477,FIXED WING,UNKNOWN
4A0ABA,38.33176,30.93002,447,FIXED WING,UNKNOWN
0180A4,39.05021,30.38983,420,FIXED WING,UNKNOWN
48AF05,39.15122,30.69537,463,FIXED WING,UNKNOWN
4BCCBA,40.78311,31.43363,477,FIXED WING,UNKNOWN
4A0ABA,38.35201,30.94198,447,FIXED WING,UNKNOWN
48AF05,39.18961,30.67657,466,FIXED WING,UNKNOWN
0180A4,39.06794,30.37848,420,FIXED WING,UNKNOWN
4BCCBA,40.58098,31.83526,457,FIXED WING,UNKNOWN
4BCCBA,40.57274,31.85150,455,FIXED WING,UNKNOWN
0180A4,39.06994,30.37714,420,FIXED WING,UNKNOWN
48AF05,39.23286,30.65532,466,FIXED WING,UNKNOWN
4BCCBA,40.57109,31.85468,455,FIXED WING,UNKNOWN
4A0ABA,38.37300,30.95439,449,FIXED WING,UNKNOWN
0180A4,39.22032,30.28029,422,FIXED WING,UNKNOWN
4BCCBA,40.50040,31.99113,448,FIXED WING,UNKNOWN
4A0ABA,38.38441,30.96108,449,FIXED WING,UNKNOWN
48AF05,39.25378,30.64502,467,FIXED WING,UNKNOWN
0180A4,39.22192,30.27928,422,FIXED WING,UNKNOWN
4BCCBA,40.49072,32.00979,448,FIXED WING,UNKNOWN
4A0ABA,38.40564,30.97368,451,FIXED WING,UNKNOWN
48AF05,39.28954,30.62743,467,FIXED WING,UNKNOWN
48AF05,39.29134,30.62659,467,FIXED WING,UNKNOWN
4A0ABA,38.42528,30.98389,453,FIXED WING,UNKNOWN
48AF05,39.61143,30.46312,459,FIXED WING,UNKNOWN
0180A4,39.24120,30.26686,422,FIXED WING,UNKNOWN
4BCCBA,40.45324,32.08201,449,FIXED WING,UNKNOWN
48AF05,39.62671,30.45428,459,FIXED WING,UNKNOWN
4A0ABA,38.44228,30.99066,454,FIXED WING,UNKNOWN
4BCCBA,40.43239,32.12315,451,FIXED WING,UNKNOWN
0180A4,39.48328,30.11182,422,FIXED WING,UNKNOWN
4A0ABA,38.44312,30.99097,454,FIXED WING,UNKNOWN
48AF05,39.64668,30.44270,459,FIXED WING,UNKNOWN
4A0ABA,38.51138,30.99691,455,FIXED WING,UNKNOWN
4BCCBA,40.42053,32.15057,451,FIXED WING,UNKNOWN
